AncId, Desc1, Desc2, Branch Length 1, Branch Length 2
233, ASV 26 Root Eukaryota Archaeplastida Chlorophyta Mamiellophyceae Mamiellales Mamiellaceae Micromonas Micromonas bravo B1, 228, 0.0000000000, 0.0000000000
234, ASV 15 Root Eukaryota Archaeplastida Chlorophyta Mamiellophyceae Mamiellales Mamiellaceae Micromonas Micromonas bravo B1, 233, 0.0000000000, 0.0000000000
235, ASV 23 Root Eukaryota Archaeplastida Chlorophyta Mamiellophyceae Mamiellales Mamiellaceae Micromonas Micromonas bravo B1, 234, 0.0000000000, 0.0000000000
236, ASV 167 Root Eukaryota Hacrobia Katablepharidophyta Katablepharidaceae Katablepharidales Katablepharidales X Katablepharidales XX Katablepharidales XX sp., ASV 255 Root Eukaryota Hacrobia Katablepharidophyta Katablepharidaceae Katablepharidales Katablepharidales X Katablepharidales XX Katablepharidales XX sp., 0.0000000000, 0.0000000000
237, 236, ASV 276 Root Eukaryota Hacrobia Katablepharidophyta Katablepharidaceae Katablepharidales Katablepharidales X Katablepharidales XX Katablepharidales XX sp., 0.0000000000, 0.0000000000
238, 237, 196, 0.0000000000, 0.0000000000
239, 238, 199, 0.0000000000, 0.0000000000
240, 165, 178, 0.0000000000, 0.0000000000
241, ASV 192 Root Eukaryota Archaeplastida Chlorophyta Chloropicophyceae Chloropicales Chloropicaceae Chloroparvula Chloroparvula pacifica, ASV 300 Root Eukaryota Archaeplastida Chlorophyta Chloropicophyceae Chloropicales Chloropicaceae Chloroparvula Chloroparvula pacifica, 0.0000000000, 0.0000000000
242, ASV 252 Root Eukaryota Archaeplastida Chlorophyta Chloropicophyceae Chloropicales Chloropicaceae Chloroparvula Chloroparvula pacifica, 241, 0.0000000000, 0.0000000000
243, ASV 31 Root Eukaryota Hacrobia Cryptophyta Cryptophyceae Cryptomonadales Cryptomonadales X Plagioselmis Plagioselmis prolonga, ASV 44 Root Eukaryota Hacrobia Cryptophyta Cryptophyceae Cryptomonadales Cryptomonadales X Plagioselmis Plagioselmis prolonga, 0.0000000000, 0.0000000000
244, 243, ASV 50 Root Eukaryota Hacrobia Cryptophyta Cryptophyceae Cryptomonadales Cryptomonadales X Plagioselmis Plagioselmis prolonga, 0.0000000000, 0.0000000000
245, 244, 201, 0.0000000000, 0.0000000000
246, 245, ASV 2601 Root Eukaryota Archaeplastida Chlorophyta Chloropicophyceae Chloropicales Chloropicaceae Chloroparvula Chloroparvula B3 sp., 0.0000000000, 0.0000000000
247, 246, 235, 0.0000000000, 0.0000000000
248, ASV 21 Root Eukaryota Archaeplastida Chlorophyta Mamiellophyceae Mamiellales Mamiellaceae Micromonas Micromonas commoda A2, ASV 33 Root Eukaryota Archaeplastida Chlorophyta Mamiellophyceae Mamiellales Mamiellaceae Micromonas Micromonas commoda A2, 0.0000000000, 0.0000000000
